2012-5-15,17:30:00,2012-5-15,17:30:00,+3,85,Meters
2012-5-15,17:45:00,2012-5-15,17:45:00,+3,60,Meters
2012-5-15,18:00:00,2012-5-15,18:00:00,+3,38,Meters
2012-5-15,18:15:00,2012-5-15,18:15:00,+3,20,Meters
2012-5-15,18:30:00,2012-5-15,18:30:00,+3,04,Meters
2012-5-15,18:45:00,2012-5-15,18:45:00,+2,92,Meters
2012-5-15,19:00:00,2012-5-15,19:00:00,+2,83,Meters
2012-5-15,19:15:00,2012-5-15,19:15:00,+2,78,Meters
2012-5-15,19:30:00,2012-5-15,19:30:00,+2,76,Meters
2012-5-15,19:45:00,2012-5-15,19:45:00,+2,78,Meters
2012-5-15,20:00:00,2012-5-15,20:00:00,+2,83,Meters
2012-5-15,20:15:00,2012-5-15,20:15:00,+2,91,Meters
2012-5-15,20:30:00,2012-5-15,20:30:00,+3,02,Meters
2012-5-15,20:45:00,2012-5-15,20:45:00,+3,17,Meters
2012-5-15,21:00:00,2012-5-15,21:00:00,+3,35,Meters
2012-5-15,21:15:00,2012-5-15,21:15:00,+3,56,Meters
2012-5-15,21:30:00,2012-5-15,21:30:00,+3,79,Meters
2012-5-15,21:45:00,2012-5-15,21:45:00,+4,06,Meters
2012-5-15,22:00:00,2012-5-15,22:00:00,+4,35,Meters
2012-5-15,22:15:00,2012-5-15,22:15:00,+4,66,Meters
2012-5-15,22:30:00,2012-5-15,22:30:00,+4,98,Meters
2012-5-15,22:45:00,2012-5-15,22:45:00,+5,32,Meters
2012-5-15,23:00:00,2012-5-15,23:00:00,+5,66,Meters
2012-5-15,23:15:00,2012-5-15,23:15:00,+6,00,Meters
2012-5-15,23:30:00,2012-5-15,23:30:00,+6,33,Meters
2012-5-15,23:45:00,2012-5-15,23:45:00,+6,64,Meters
2012-5-16,00:00:00,2012-5-16,00:00:00,+6,93,Meters
2012-5-16,00:15:00,2012-5-16,00:15:00,+7,19,Meters
2012-5-16,00:30:00,2012-5-16,00:30:00,+7,41,Meters
2012-5-16,00:45:00,2012-5-16,00:45:00,+7,60,Meters
2012-5-16,01:00:00,2012-5-16,01:00:00,+7,75,Meters
2012-5-16,01:15:00,2012-5-16,01:15:00,+7,85,Meters
2012-5-16,01:30:00,2012-5-16,01:30:00,+7,91,Meters
2012-5-16,01:45:00,2012-5-16,01:45:00,+7,93,Meters
2012-5-16,02:00:00,2012-5-16,02:00:00,+7,91,Meters
2012-5-16,02:15:00,2012-5-16,02:15:00,+7,85,Meters
2012-5-16,02:30:00,2012-5-16,02:30:00,+7,74,Meters
2012-5-16,02:45:00,2012-5-16,02:45:00,+7,60,Meters
2012-5-16,03:00:00,2012-5-16,03:00:00,+7,42,Meters
2012-5-16,03:15:00,2012-5-16,03:15:00,+7,21,Meters
2012-5-16,03:30:00,2012-5-16,03:30:00,+6,96,Meters
2012-5-16,03:45:00,2012-5-16,03:45:00,+6,68,Meters
2012-5-16,04:00:00,2012-5-16,04:00:00,+6,37,Meters
2012-5-16,04:15:00,2012-5-16,04:15:00,+6,05,Meters
2012-5-16,04:30:00,2012-5-16,04:30:00,+5,70,Meters
2012-5-16,04:45:00,2012-5-16,04:45:00,+5,35,Meters
2012-5-16,05:00:00,2012-5-16,05:00:00,+4,99,Meters
2012-5-16,05:15:00,2012-5-16,05:15:00,+4,63,Meters
2012-5-16,05:30:00,2012-5-16,05:30:00,+4,29,Meters
2012-5-16,05:45:00,2012-5-16,05:45:00,+3,96,Meters
2012-5-16,06:00:00,2012-5-16,06:00:00,+3,65,Meters
2012-5-16,06:15:00,2012-5-16,06:15:00,+3,37,Meters
2012-5-16,06:30:00,2012-5-16,06:30:00,+3,13,Meters
2012-5-16,06:45:00,2012-5-16,06:45:00,+2,92,Meters
2012-5-16,07:00:00,2012-5-16,07:00:00,+2,75,Meters
2012-5-16,07:15:00,2012-5-16,07:15:00,+2,62,Meters
2012-5-16,07:30:00,2012-5-16,07:30:00,+2,53,Meters
2012-5-16,07:45:00,2012-5-16,07:45:00,+2,48,Meters
2012-5-16,08:00:00,2012-5-16,08:00:00,+2,47,Meters
2012-5-16,08:15:00,2012-5-16,08:15:00,+2,49,Meters
2012-5-16,08:30:00,2012-5-16,08:30:00,+2,55,Meters
2012-5-16,08:45:00,2012-5-16,08:45:00,+2,65,Meters
2012-5-16,09:00:00,2012-5-16,09:00:00,+2,77,Meters
2012-5-16,09:15:00,2012-5-16,09:15:00,+2,93,Meters
2012-5-16,09:30:00,2012-5-16,09:30:00,+3,13,Meters
2012-5-16,09:45:00,2012-5-16,09:45:00,+3,35,Meters
2012-5-16,10:00:00,2012-5-16,10:00:00,+3,60,Meters
2012-5-16,10:15:00,2012-5-16,10:15:00,+3,88,Meters
2012-5-16,10:30:00,2012-5-16,10:30:00,+4,19,Meters
2012-5-16,10:45:00,2012-5-16,10:45:00,+4,52,Meters
2012-5-16,11:00:00,2012-5-16,11:00:00,+4,86,Meters
